airport_icao;visibility;wind_speed;wind_direction;rvr;runway_designator_number;runway_designator_side;runway_ils_category;headwind;crosswind;ceiling;weather_phenomenon;ILS;RNAV;RNP;VISUAL
KLAX;10.0;4;-1;>6000 ;24;R;No ILS;0.0;0.0;-1.0;None;0;1;1;1
KIAD;10.0;4;-1;>6000 ;19;C;CAT III;0.0;0.0;-1.0;None;1;0;0;1
KLAX;10.0;6;80;>6000 ;24;R;No ILS;-5.6;2.1;-1.0;None;0;1;1;1
KORD;10.0;7;230;>6000 ;27;C;CAT III;5.4;4.5;-1.0;None;1;0;0;1
KORD;10.0;7;230;>6000 ;27;R;CAT III;5.4;4.5;-1.0;None;1;0;0;1
KORD;10.0;7;230;>6000 ;28;C;CAT III;4.5;5.4;-1.0;None;1;0;0;1
KATL;6.0;8;30;>6000 ;8;L;CAT III;5.1;6.1;1400.0;- RA BR;1;1;0;0
KATL;6.0;8;30;>6000 ;9;R;CAT III;4.0;6.9;1400.0;- RA BR;1;1;0;0
KATL;6.0;8;30;>6000 ;10;X;CAT III;2.7;7.5;1400.0;- RA BR;1;1;0;0
KJFK;10.0;8;260;>6000 ;22;L;CAT III;6.1;5.1;-1.0;None;1;0;0;0
KJFK;10.0;8;260;>6000 ;22;R;CAT III;6.1;5.1;-1.0;None;1;0;0;0
KATL;8.0;9;40;>6000 ;8;L;CAT III;6.9;5.8;1400.0;- RA;1;1;0;0
KATL;8.0;9;40;>6000 ;9;R;CAT III;5.8;6.9;1400.0;- RA;1;1;0;0
KATL;8.0;9;40;>6000 ;10;X;CAT III;4.5;7.8;1400.0;- RA;1;1;0;0
KIAD;10.0;4;230;>6000 ;19;C;CAT III;3.1;2.6;-1.0;None;1;0;0;1
KJFK;10.0;8;210;>6000 ;22;L;CAT III;7.9;1.4;-1.0;None;1;0;0;0
KJFK;10.0;8;210;>6000 ;22;R;CAT III;7.9;1.4;-1.0;None;1;0;0;0
KLAX;10.0;4;100;>6000 ;24;R;No ILS;-3.1;2.6;-1.0;None;0;1;1;1
KORD;10.0;11;230;>6000 ;27;C;CAT III;8.4;7.1;-1.0;None;1;0;0;1
KORD;10.0;11;230;>6000 ;27;R;CAT III;8.4;7.1;-1.0;None;1;0;0;1
KORD;10.0;11;230;>6000 ;28;C;CAT III;7.1;8.4;-1.0;None;1;0;0;1
KATL;7.0;11;20;>6000 ;8;L;CAT III;5.5;9.5;3700.0;- RA;1;1;0;0
KATL;7.0;11;20;>6000 ;9;R;CAT III;3.8;10.3;3700.0;- RA;1;1;0;0
KATL;7.0;11;20;>6000 ;10;X;CAT III;1.9;10.8;3700.0;- RA;1;1;0;0
KIAD;10.0;4;-1;>6000 ;19;L;CAT III;0.0;0.0;-1.0;None;1;0;0;1
KIAD;10.0;4;-1;>6000 ;19;C;CAT III;0.0;0.0;-1.0;None;1;0;0;1
KORD;10.0;14;230;>6000 ;27;C;CAT III;10.7;9.0;-1.0;None;1;0;0;1
KORD;10.0;14;230;>6000 ;27;R;CAT III;10.7;9.0;-1.0;None;1;0;0;1
KORD;10.0;14;230;>6000 ;28;C;CAT III;9.0;10.7;-1.0;None;1;0;0;1
KLAX;10.0;0;0;>6000 ;24;R;No ILS;0.0;0.0;-1.0;None;0;1;1;1
KJFK;10.0;9;230;>6000 ;22;L;CAT III;8.9;1.6;-1.0;None;1;0;0;0
KJFK;10.0;9;230;>6000 ;22;R;CAT III;8.9;1.6;-1.0;None;1;0;0;0
KLAX;10.0;6;220;>6000 ;24;R;No ILS;5.6;2.1;-1.0;None;0;1;1;1
KJFK;10.0;11;190;>6000 ;22;L;CAT III;9.5;5.5;-1.0;None;1;0;0;0
KJFK;10.0;11;190;>6000 ;22;R;CAT III;9.5;5.5;-1.0;None;1;0;0;0
KATL;10.0;9;10;>6000 ;8;L;CAT III;3.1;8.5;7500.0;- RA;1;1;0;0
KATL;10.0;9;10;>6000 ;9;R;CAT III;1.6;8.9;7500.0;- RA;1;1;0;0
KATL;10.0;9;10;>6000 ;10;X;CAT III;0.0;9.0;7500.0;- RA;1;1;0;0
KORD;10.0;13;250;>6000 ;27;C;CAT III;12.2;4.4;25000.0;None;1;0;0;1
KORD;10.0;13;250;>6000 ;27;R;CAT III;12.2;4.4;25000.0;None;1;0;0;1
KORD;10.0;13;250;>6000 ;28;C;CAT III;11.3;6.5;25000.0;None;1;0;0;1
KIAD;10.0;4;80;>6000 ;19;L;CAT III;-1.4;3.8;-1.0;None;1;0;0;1
KIAD;10.0;4;80;>6000 ;19;C;CAT III;-1.4;3.8;-1.0;None;1;0;0;1
KIAD;10.0;4;80;>6000 ;19;R;CAT III;-1.4;3.8;-1.0;None;1;0;0;1
KIAD;10.0;6;210;>6000 ;19;L;CAT III;5.6;2.1;-1.0;None;1;0;0;1
KIAD;10.0;6;210;>6000 ;19;C;CAT III;5.6;2.1;-1.0;None;1;0;0;1
KIAD;10.0;6;210;>6000 ;19;R;CAT III;5.6;2.1;-1.0;None;1;0;0;1
KORD;10.0;14;240;>6000 ;27;C;CAT III;12.1;7.0;25000.0;None;1;0;0;1
KORD;10.0;14;240;>6000 ;27;R;CAT III;12.1;7.0;25000.0;None;1;0;0;1
KORD;10.0;14;240;>6000 ;28;C;CAT III;10.7;9.0;25000.0;None;1;0;0;1
KLAX;10.0;9;230;>6000 ;24;R;No ILS;8.9;1.6;25000.0;None;0;1;1;1
KATL;10.0;10;20;>6000 ;26;R;CAT III;-5.0;8.7;20000.0;None;1;0;0;0
KATL;10.0;10;20;>6000 ;27;L;CAT III;-3.4;9.4;20000.0;None;1;0;0;0
KATL;10.0;10;20;>6000 ;28;X;CAT III;-1.7;9.8;20000.0;None;1;0;0;0
KJFK;10.0;16;200;>6000 ;22;L;CAT III;15.0;5.5;-1.0;None;1;0;0;0
KJFK;10.0;16;200;>6000 ;22;R;CAT III;15.0;5.5;-1.0;None;1;0;0;0
KJFK;10.0;17;200;>6000 ;22;L;CAT III;16.0;5.8;-1.0;None;1;0;0;0
KJFK;10.0;17;200;>6000 ;22;R;CAT III;16.0;5.8;-1.0;None;1;0;0;0
KORD;10.0;10;240;>6000 ;27;C;CAT III;8.7;5.0;25000.0;None;1;0;0;1
KORD;10.0;10;240;>6000 ;27;R;CAT III;8.7;5.0;25000.0;None;1;0;0;1
KORD;10.0;10;240;>6000 ;28;C;CAT III;7.7;6.4;25000.0;None;1;0;0;1
KLAX;10.0;12;240;>6000 ;24;R;No ILS;12.0;0.0;25000.0;None;0;1;1;1
KATL;10.0;10;40;>6000 ;26;R;CAT III;-7.7;6.4;20000.0;None;1;0;0;0
KATL;10.0;10;40;>6000 ;27;L;CAT III;-6.4;7.7;20000.0;None;1;0;0;0
KATL;10.0;10;40;>6000 ;28;X;CAT III;-5.0;8.7;20000.0;None;1;0;0;0
KIAD;10.0;5;-1;>6000 ;19;C;CAT III;0.0;0.0;-1.0;None;1;0;0;1
KJFK;10.0;16;190;>6000 ;22;L;CAT III;13.9;8.0;-1.0;None;1;0;0;0
KJFK;10.0;16;190;>6000 ;22;R;CAT III;13.9;8.0;-1.0;None;1;0;0;0
KIAD;10.0;4;210;>6000 ;19;C;CAT III;3.8;1.4;-1.0;None;1;0;0;1
KATL;10.0;5;20;>6000 ;26;R;CAT III;-2.5;4.3;20000.0;None;1;0;0;1
KATL;10.0;5;20;>6000 ;27;L;CAT III;-1.7;4.7;20000.0;None;1;0;0;1
KATL;10.0;5;20;>6000 ;28;X;CAT III;-0.9;4.9;20000.0;None;1;0;0;1
KLAX;10.0;9;260;>6000 ;24;R;No ILS;8.5;3.1;27000.0;None;0;1;1;1
KORD;10.0;13;230;>6000 ;27;C;CAT III;10.0;8.4;25000.0;None;1;0;0;1
KORD;10.0;13;230;>6000 ;27;R;CAT III;10.0;8.4;25000.0;None;1;0;0;1
KORD;10.0;13;230;>6000 ;28;C;CAT III;8.4;10.0;25000.0;None;1;0;0;1
KJFK;10.0;15;200;>6000 ;22;L;CAT III;14.1;5.1;-1.0;None;1;0;0;0
KJFK;10.0;15;200;>6000 ;22;R;CAT III;14.1;5.1;-1.0;None;1;0;0;0
KIAD;10.0;3;250;>6000 ;19;L;CAT III;1.5;2.6;-1.0;None;1;0;0;1
KIAD;10.0;3;250;>6000 ;19;C;CAT III;1.5;2.6;-1.0;None;1;0;0;1
KIAD;10.0;3;250;>6000 ;19;R;CAT III;1.5;2.6;-1.0;None;1;0;0;1
KORD;10.0;14;210;>6000 ;27;C;CAT III;7.0;12.1;25000.0;None;1;0;0;1
KORD;10.0;14;210;>6000 ;27;R;CAT III;7.0;12.1;25000.0;None;1;0;0;1
KORD;10.0;14;210;>6000 ;28;C;CAT III;4.8;13.2;25000.0;None;1;0;0;1
KLAX;10.0;10;220;>6000 ;24;R;No ILS;9.4;3.4;26000.0;None;0;1;1;1
KATL;10.0;3;180;>6000 ;26;R;CAT III;0.5;3.0;20000.0;None;1;0;0;1
KATL;10.0;3;180;>6000 ;27;L;CAT III;0.0;3.0;20000.0;None;1;0;0;1
KATL;10.0;3;180;>6000 ;28;X;CAT III;-0.5;3.0;20000.0;None;1;0;0;1
KORD;10.0;11;210;6000▼;27;C;CAT III;5.5;9.5;25000.0;None;1;0;0;1
KORD;10.0;11;210;6000▼;27;R;CAT III;5.5;9.5;25000.0;None;1;0;0;1
KORD;10.0;11;210;6000▼;28;C;CAT III;3.8;10.3;25000.0;None;1;0;0;1
KATL;10.0;3;200;>6000 ;26;R;CAT III;1.5;2.6;-1.0;None;1;0;0;1
KATL;10.0;3;200;>6000 ;27;L;CAT III;1.0;2.8;-1.0;None;1;0;0;1
KATL;10.0;3;200;>6000 ;28;X;CAT III;0.5;3.0;-1.0;None;1;0;0;1
KLAX;10.0;7;250;>6000 ;24;R;No ILS;6.9;1.2;24000.0;None;0;1;1;1
KIAD;10.0;4;170;>6000 ;19;L;CAT III;3.8;1.4;-1.0;None;1;0;0;1
KIAD;10.0;4;170;>6000 ;19;C;CAT III;3.8;1.4;-1.0;None;1;0;0;1
KIAD;10.0;4;170;>6000 ;19;R;CAT III;3.8;1.4;-1.0;None;1;0;0;1
KJFK;10.0;12;200;>6000 ;22;L;CAT III;11.3;4.1;-1.0;None;1;0;0;0
KJFK;10.0;12;200;>6000 ;22;R;CAT III;11.3;4.1;-1.0;None;1;0;0;0
KLAX;10.0;11;240;>6000 ;24;R;No ILS;11.0;0.0;24000.0;None;0;1;1;1
KIAD;10.0;6;170;>6000 ;19;L;CAT III;5.6;2.1;-1.0;None;1;0;0;1
KIAD;10.0;6;170;>6000 ;19;C;CAT III;5.6;2.1;-1.0;None;1;0;0;1
KIAD;10.0;6;170;>6000 ;19;R;CAT III;5.6;2.1;-1.0;None;1;0;0;1
KATL;10.0;4;220;>6000 ;26;R;CAT III;3.1;2.6;-1.0;None;1;0;0;1
KATL;10.0;4;220;>6000 ;27;L;CAT III;2.6;3.1;-1.0;None;1;0;0;1
KATL;10.0;4;220;>6000 ;28;X;CAT III;2.0;3.5;-1.0;None;1;0;0;1
KORD;10.0;7;200;>6000 ;28;C;CAT III;1.2;6.9;-1.0;None;1;0;0;1
KORD;10.0;7;200;>6000 ;27;R;CAT III;2.4;6.6;-1.0;None;1;0;0;1
KORD;10.0;10;200;>6000 ;28;C;CAT III;1.7;9.8;-1.0;None;1;0;0;0
KIAD;10.0;4;180;>6000 ;19;L;CAT III;3.9;0.7;-1.0;None;1;0;0;1
KIAD;10.0;4;180;>6000 ;19;C;CAT III;3.9;0.7;-1.0;None;1;0;0;1
KIAD;10.0;4;180;>6000 ;19;R;CAT III;3.9;0.7;-1.0;None;1;0;0;1
KLAX;10.0;8;250;>6000 ;24;R;No ILS;7.9;1.4;23000.0;None;0;1;1;1
KJFK;10.0;6;200;>6000 ;22;L;CAT III;5.6;2.1;-1.0;None;1;0;0;0
KJFK;10.0;6;200;>6000 ;22;R;CAT III;5.6;2.1;-1.0;None;1;0;0;0
KATL;10.0;5;240;>6000 ;26;R;CAT III;4.7;1.7;-1.0;None;1;0;0;1
KATL;10.0;5;240;>6000 ;27;L;CAT III;4.3;2.5;-1.0;None;1;0;0;1
KATL;10.0;5;240;>6000 ;28;X;CAT III;3.8;3.2;-1.0;None;1;0;0;1
KIAD;10.0;6;180;>6000 ;19;C;CAT III;5.9;1.0;-1.0;None;1;0;0;1
KIAD;10.0;6;180;>6000 ;19;R;CAT III;5.9;1.0;-1.0;None;1;0;0;1
KLAX;10.0;7;260;>6000 ;24;R;No ILS;6.6;2.4;24000.0;None;0;1;1;1
KATL;10.0;5;260;>6000 ;26;R;CAT III;5.0;0.0;-1.0;None;1;0;0;1
KATL;10.0;5;260;>6000 ;27;L;CAT III;4.9;0.9;-1.0;None;1;0;0;1
KATL;10.0;5;260;>6000 ;28;X;CAT III;4.7;1.7;-1.0;None;1;0;0;1
KJFK;10.0;7;210;>6000 ;22;L;CAT III;6.9;1.2;-1.0;None;1;0;0;0
KJFK;10.0;7;210;>6000 ;22;R;CAT III;6.9;1.2;-1.0;None;1;0;0;0
KORD;10.0;13;200;>6000 ;27;C;CAT III;4.4;12.2;-1.0;None;1;0;0;0
KJFK;10.0;7;210;>6000 ;31;R;CAT III;-1.2;6.9;-1.0;None;1;0;0;1
KJFK;10.0;7;210;>6000 ;31;L;CAT III;-1.2;6.9;-1.0;None;1;0;0;1
KLAX;10.0;5;320;>6000 ;24;R;No ILS;0.9;4.9;23000.0;None;0;1;1;1
KIAD;10.0;3;180;>6000 ;19;C;CAT III;3.0;0.5;-1.0;None;1;0;0;1
KIAD;10.0;3;180;>6000 ;19;R;CAT III;3.0;0.5;-1.0;None;1;0;0;1
KORD;10.0;16;210;>6000 ;27;C;CAT III;8.0;13.9;-1.0;None;1;0;0;0
KATL;10.0;6;260;>6000 ;27;L;No ILS;5.9;1.0;-1.0;None;0;0;0;1
KATL;10.0;6;260;>6000 ;28;X;No ILS;5.6;2.1;-1.0;None;0;0;0;1
KIAD;10.0;0;0;>6000 ;19;C;CAT III;0.0;0.0;-1.0;None;1;0;0;1
KIAD;10.0;0;0;>6000 ;19;R;CAT III;0.0;0.0;-1.0;None;1;0;0;1
KLAX;10.0;4;290;>6000 ;24;R;No ILS;2.6;3.1;23000.0;None;0;1;1;1
KJFK;10.0;5;200;>6000 ;31;R;CAT III;-1.7;4.7;-1.0;None;1;0;0;1
KJFK;10.0;5;200;>6000 ;31;L;CAT III;-1.7;4.7;-1.0;None;1;0;0;1
KATL;10.0;6;280;>6000 ;27;L;No ILS;5.9;1.0;-1.0;None;0;0;0;1
KATL;10.0;6;280;>6000 ;28;X;No ILS;6.0;0.0;-1.0;None;0;0;0;1
KORD;10.0;14;220;>6000 ;27;C;CAT III;9.0;10.7;-1.0;None;1;0;0;0
KJFK;10.0;6;180;>6000 ;31;R;CAT III;-3.9;4.6;-1.0;None;1;0;0;1
KJFK;10.0;6;180;>6000 ;31;L;CAT III;-3.9;4.6;-1.0;None;1;0;0;1
KORD;10.0;11;230;>6000 ;27;C;CAT III;8.4;7.1;-1.0;None;1;0;0;0
KATL;10.0;5;300;>6000 ;27;L;No ILS;4.3;2.5;-1.0;None;0;0;0;1
KATL;10.0;5;300;>6000 ;28;X;No ILS;4.7;1.7;-1.0;None;0;0;0;1
KIAD;10.0;0;0;>6000 ;19;C;CAT III;0.0;0.0;-1.0;None;1;0;0;1
KIAD;10.0;0;0;>6000 ;19;R;CAT III;0.0;0.0;-1.0;None;1;0;0;1
KSFO;10.0;6;290;>6000 ;28;R;No ILS;5.9;1.0;20000.0;None;0;0;0;1
KLAX;10.0;4;110;>6000 ;24;R;No ILS;-2.6;3.1;22000.0;None;0;1;1;1
KSFO;10.0;0;0;>6000 ;28;R;CAT III;0.0;0.0;18000.0;None;1;0;0;0
KJFK;10.0;3;160;>6000 ;31;R;CAT III;-2.6;1.5;-1.0;None;1;0;0;1
KJFK;10.0;3;160;>6000 ;31;L;CAT III;-2.6;1.5;-1.0;None;1;0;0;1
KORD;10.0;11;220;>6000 ;27;L;CAT III;7.1;8.4;25000.0;None;1;0;0;0
KIAD;10.0;0;0;>6000 ;19;C;CAT III;0.0;0.0;-1.0;None;1;0;0;1
KIAD;10.0;0;0;>6000 ;19;R;CAT III;0.0;0.0;-1.0;None;1;0;0;1
KATL;10.0;5;270;>6000 ;27;L;No ILS;5.0;0.0;-1.0;None;0;0;0;1
KATL;10.0;5;270;>6000 ;28;X;No ILS;4.9;0.9;-1.0;None;0;0;0;1
KLAX;10.0;4;100;>6000 ;6;R;No ILS;3.1;2.6;17000.0;None;0;1;1;1
KSFO;10.0;4;250;>6000 ;28;R;CAT III;3.5;2.0;18000.0;None;1;0;0;0
KLAX;10.0;5;100;>6000 ;6;R;No ILS;3.8;3.2;17000.0;None;0;1;1;1
KIAD;10.0;4;310;>6000 ;19;C;CAT III;-2.0;3.5;-1.0;None;1;0;0;1
KIAD;10.0;4;310;>6000 ;19;R;CAT III;-2.0;3.5;-1.0;None;1;0;0;1
KATL;10.0;5;310;>6000 ;27;L;No ILS;3.8;3.2;-1.0;None;0;0;0;1
KATL;10.0;5;310;>6000 ;28;X;No ILS;4.3;2.5;-1.0;None;0;0;0;1
KORD;10.0;11;240;>6000 ;27;C;CAT III;9.5;5.5;25000.0;None;1;0;0;0
KJFK;10.0;6;190;>6000 ;31;R;CAT III;-3.0;5.2;-1.0;None;1;0;0;1
KJFK;10.0;6;190;>6000 ;31;L;CAT III;-3.0;5.2;-1.0;None;1;0;0;1
KIAD;10.0;0;0;>6000 ;19;C;CAT III;0.0;0.0;-1.0;None;1;0;0;1
KIAD;10.0;0;0;>6000 ;19;R;CAT III;0.0;0.0;-1.0;None;1;0;0;1
KATL;10.0;9;310;>6000 ;27;L;No ILS;6.9;5.8;-1.0;None;0;0;0;1
KATL;10.0;9;310;>6000 ;28;X;No ILS;7.8;4.5;-1.0;None;0;0;0;1
KLAX;10.0;9;80;>6000 ;6;R;CAT III;8.5;3.1;17000.0;None;1;1;1;1
KLAX;10.0;9;80;>6000 ;7;R;CAT III;8.9;1.6;17000.0;None;1;1;1;1
KORD;10.0;9;230;>6000 ;27;C;CAT III;6.9;5.8;25000.0;None;1;0;0;0
KJFK;10.0;0;0;>6000 ;31;R;CAT III;0.0;0.0;-1.0;None;1;0;0;1
KJFK;10.0;0;0;>6000 ;31;L;CAT III;0.0;0.0;-1.0;None;1;0;0;1
KSFO;10.0;6;250;>6000 ;28;R;CAT III;5.2;3.0;18000.0;None;1;0;0;0
KSFO;10.0;6;280;>6000 ;28;R;CAT III;6.0;0.0;18000.0;None;1;0;0;0
KATL;10.0;7;320;>6000 ;26;R;No ILS;3.5;6.1;-1.0;None;0;0;0;1
KATL;10.0;7;320;>6000 ;27;L;No ILS;4.5;5.4;-1.0;None;0;0;0;1
KATL;10.0;7;320;>6000 ;28;X;No ILS;5.4;4.5;-1.0;None;0;0;0;1
KORD;10.0;4;230;>6000 ;27;C;CAT III;3.1;2.6;25000.0;None;1;0;0;0
KLAX;10.0;7;80;>6000 ;6;R;CAT III;6.6;2.4;10000.0;- RA;1;1;1;1
KLAX;10.0;7;80;>6000 ;7;R;CAT III;6.9;1.2;10000.0;- RA;1;1;1;1
KIAD;10.0;0;0;>6000 ;19;C;CAT III;0.0;0.0;-1.0;None;1;0;0;1
KIAD;10.0;0;0;>6000 ;19;R;CAT III;0.0;0.0;-1.0;None;1;0;0;1
KJFK;10.0;0;0;>6000 ;31;R;CAT III;0.0;0.0;-1.0;None;1;0;0;1
KJFK;10.0;0;0;>6000 ;31;L;CAT III;0.0;0.0;-1.0;None;1;0;0;1
KATL;10.0;8;310;>6000 ;26;R;No ILS;5.1;6.1;-1.0;None;0;0;0;1
KATL;10.0;8;310;>6000 ;27;L;No ILS;6.1;5.1;-1.0;None;0;0;0;1
KATL;10.0;8;310;>6000 ;28;X;No ILS;6.9;4.0;-1.0;None;0;0;0;1
KORD;10.0;5;260;>6000 ;28;C;CAT III;4.7;1.7;25000.0;None;1;0;0;1
KORD;10.0;5;260;>6000 ;27;R;CAT III;4.9;0.9;25000.0;None;1;0;0;1
KIAD;10.0;0;0;>6000 ;19;C;CAT III;0.0;0.0;-1.0;None;1;0;0;1
KIAD;10.0;0;0;>6000 ;19;R;CAT III;0.0;0.0;-1.0;None;1;0;0;1
KLAX;10.0;6;70;>6000 ;6;R;CAT III;5.9;1.0;9000.0;- RA;1;1;1;1
KLAX;10.0;6;70;>6000 ;7;R;CAT III;6.0;0.0;9000.0;- RA;1;1;1;1
KSFO;10.0;6;280;>6000 ;28;R;CAT III;6.0;0.0;18000.0;None;1;0;0;0
KJFK;10.0;4;160;>6000 ;13;L;No ILS;3.5;2.0;-1.0;None;0;1;0;0
KJFK;10.0;4;160;>6000 ;22;L;No ILS;2.0;3.5;-1.0;None;0;1;0;0
KORD;10.0;6;270;>6000 ;27;C;CAT III;6.0;0.0;25000.0;None;1;0;0;1
KORD;10.0;6;270;>6000 ;27;R;CAT III;6.0;0.0;25000.0;None;1;0;0;1
KORD;10.0;6;270;>6000 ;28;C;CAT III;5.9;1.0;25000.0;None;1;0;0;1
KJFK;10.0;0;0;>6000 ;13;L;No ILS;0.0;0.0;-1.0;None;0;1;0;0
KJFK;10.0;0;0;>6000 ;22;L;No ILS;0.0;0.0;-1.0;None;0;1;0;0
KIAD;10.0;0;0;>6000 ;1;C;CAT III;0.0;0.0;-1.0;None;1;0;0;1
KSFO;10.0;0;0;>6000 ;28;R;CAT III;0.0;0.0;20000.0;None;1;0;0;0
KATL;10.0;10;310;>6000 ;26;R;No ILS;6.4;7.7;-1.0;None;0;0;0;1
KATL;10.0;10;310;>6000 ;27;L;No ILS;7.7;6.4;-1.0;None;0;0;0;1
KATL;10.0;10;310;>6000 ;28;X;No ILS;8.7;5.0;-1.0;None;0;0;0;1
KLAX;10.0;5;70;>6000 ;6;R;CAT III;4.9;0.9;7000.0;None;1;1;1;1
KLAX;10.0;5;70;>6000 ;7;R;CAT III;5.0;0.0;7000.0;None;1;1;1;1
KATL;10.0;8;300;>6000 ;26;R;No ILS;6.1;5.1;-1.0;None;0;0;0;1
KATL;10.0;8;300;>6000 ;27;L;No ILS;6.9;4.0;-1.0;None;0;0;0;1
KATL;10.0;8;300;>6000 ;28;X;No ILS;7.5;2.7;-1.0;None;0;0;0;1
KLAX;10.0;7;90;>6000 ;6;R;CAT III;6.1;3.5;6000.0;None;1;1;1;1
KLAX;10.0;7;90;>6000 ;7;R;CAT III;6.6;2.4;6000.0;None;1;1;1;1
KIAD;10.0;3;180;>6000 ;1;C;CAT III;-3.0;0.5;-1.0;None;1;0;0;1
KIAD;10.0;3;180;>6000 ;1;L;CAT III;-3.0;0.5;-1.0;None;1;0;0;1
KJFK;10.0;6;200;>6000 ;13;L;No ILS;2.1;5.6;-1.0;None;0;1;0;0
KJFK;10.0;6;200;>6000 ;22;L;No ILS;5.6;2.1;-1.0;None;0;1;0;0
KSFO;10.0;3;210;>6000 ;28;R;CAT III;1.0;2.8;-1.0;None;1;0;0;0
KORD;10.0;7;310;>6000 ;27;C;CAT III;5.4;4.5;25000.0;None;1;0;0;1
KORD;10.0;7;310;>6000 ;27;R;CAT III;5.4;4.5;25000.0;None;1;0;0;1
KORD;10.0;7;310;>6000 ;28;C;CAT III;6.1;3.5;25000.0;None;1;0;0;1
KATL;10.0;6;310;>6000 ;26;R;No ILS;3.9;4.6;-1.0;None;0;0;0;1
KATL;10.0;6;310;>6000 ;27;L;No ILS;4.6;3.9;-1.0;None;0;0;0;1
KJFK;10.0;5;220;>6000 ;13;L;No ILS;0.0;5.0;-1.0;None;0;1;0;0
KJFK;10.0;5;220;>6000 ;22;L;No ILS;5.0;0.0;-1.0;None;0;1;0;0
KORD;10.0;17;10;>6000 ;10;C;CAT III;0.0;17.0;25000.0;None;1;0;0;1
KORD;10.0;17;10;>6000 ;9;L;CAT III;3.0;16.7;25000.0;None;1;0;0;1
KORD;10.0;17;10;>6000 ;10;R;CAT III;0.0;17.0;25000.0;None;1;0;0;1
KLAX;10.0;8;110;>6000 ;6;L;No ILS;5.1;6.1;5000.0;None;0;1;1;1
KIAD;10.0;3;-1;>6000 ;19;L;CAT III;0.0;0.0;-1.0;None;1;0;0;1
KIAD;10.0;3;-1;>6000 ;19;C;CAT III;0.0;0.0;-1.0;None;1;0;0;1
KIAD;10.0;3;-1;>6000 ;19;R;CAT III;0.0;0.0;-1.0;None;1;0;0;1
KLAX;10.0;7;70;>6000 ;6;L;No ILS;6.9;1.2;6500.0;- RA;0;1;1;1
KATL;10.0;6;300;>6000 ;26;R;No ILS;4.6;3.9;-1.0;None;0;0;0;1
KATL;10.0;6;300;>6000 ;28;X;No ILS;5.6;2.1;-1.0;None;0;0;0;1
KIAD;10.0;4;220;>6000 ;19;L;CAT III;3.5;2.0;-1.0;None;1;0;0;1
KIAD;10.0;4;220;>6000 ;19;C;CAT III;3.5;2.0;-1.0;None;1;0;0;1
KIAD;10.0;4;220;>6000 ;19;R;CAT III;3.5;2.0;-1.0;None;1;0;0;1
KJFK;10.0;6;210;>6000 ;13;L;No ILS;1.0;5.9;-1.0;None;0;1;0;0
KJFK;10.0;6;210;>6000 ;22;L;No ILS;5.9;1.0;-1.0;None;0;1;0;0
KORD;10.0;22;20;>6000 ;10;C;CAT III;3.8;21.7;25000.0;None;1;0;0;1
KORD;10.0;22;20;>6000 ;9;C;CAT III;7.5;20.7;25000.0;None;1;0;0;1
KORD;10.0;22;20;>6000 ;10;R;CAT III;3.8;21.7;25000.0;None;1;0;0;1
KIAD;10.0;8;190;>6000 ;19;C;CAT III;8.0;0.0;-1.0;None;1;0;0;1
KLAX;6.0;9;110;>6000 ;6;L;No ILS;5.8;6.9;5500.0;- RA HZ;0;1;1;1
KJFK;10.0;10;200;>6000 ;13;L;No ILS;3.4;9.4;-1.0;None;0;1;0;0
KJFK;10.0;10;200;>6000 ;22;L;No ILS;9.4;3.4;-1.0;None;0;1;0;0
KATL;10.0;5;310;>6000 ;26;R;No ILS;3.2;3.8;-1.0;None;0;0;0;1
KATL;10.0;5;310;>6000 ;27;L;No ILS;3.8;3.2;-1.0;None;0;0;0;1
KATL;10.0;5;310;>6000 ;28;X;No ILS;4.3;2.5;-1.0;None;0;0;0;1
KORD;10.0;26;20;>6000 ;10;C;CAT III;4.5;25.6;25000.0;None;1;0;0;1
KORD;10.0;26;20;>6000 ;9;C;CAT III;8.9;24.4;25000.0;None;1;0;0;1
KORD;10.0;26;20;>6000 ;10;R;CAT III;4.5;25.6;25000.0;None;1;0;0;1
KIAD;10.0;7;200;>6000 ;19;L;CAT III;6.9;1.2;-1.0;None;1;0;0;1
KIAD;10.0;7;200;>6000 ;19;C;CAT III;6.9;1.2;-1.0;None;1;0;0;1
KIAD;10.0;7;200;>6000 ;19;R;CAT III;6.9;1.2;-1.0;None;1;0;0;1
KLAX;10.0;6;70;>6000 ;6;L;No ILS;5.9;1.0;3900.0;None;0;1;1;1
KJFK;10.0;11;190;>6000 ;13;L;No ILS;5.5;9.5;-1.0;None;0;1;0;0
KJFK;10.0;11;190;>6000 ;22;L;No ILS;9.5;5.5;-1.0;None;0;1;0;0
KATL;10.0;6;310;>6000 ;26;R;No ILS;3.9;4.6;-1.0;None;0;0;0;1
KATL;10.0;6;310;>6000 ;27;L;No ILS;4.6;3.9;-1.0;None;0;0;0;1
KATL;10.0;6;310;>6000 ;28;X;No ILS;5.2;3.0;-1.0;None;0;0;0;1
KORD;10.0;25;20;>6000 ;10;C;CAT III;4.3;24.6;25000.0;None;1;0;0;1
KORD;10.0;25;20;>6000 ;9;L;CAT III;8.6;23.5;25000.0;None;1;0;0;1
KORD;10.0;25;20;>6000 ;10;R;CAT III;4.3;24.6;25000.0;None;1;0;0;1
